392.3162841796875,223.75283813476562
392.3169250488281,226.75283813476562
392.31756591796875,229.75283813476562
392.31817626953125,232.75283813476562
392.3188171386719,235.75283813476562
392.3194580078125,238.75283813476562
392.3201599121094,241.75320434570312
392.3213195800781,244.75320434570312

390.3162842241757,223.75325997947917
390.31692509331634,226.75325997947917
390.31756596245697,229.75325997947917
390.31817631401947,232.75325997947917
390.3188171831601,235.75325997947917
390.3194580523007,238.75325997947917
390.32016006308453,241.75399671487872
390.3213197310533,244.75398145608966
394.3162841351993,223.75241629005208
394.3169250043399,226.75241629005208
394.31756587348053,229.75241629005208
394.31817622504303,232.75241629005208
394.31881709418366,235.75241629005208
394.3194579633243,238.75241629005208
394.3201597611342,241.75244249410565
394.32131942910297,244.7524272353166

